"","NAME","PROGRAM.IDENTIFIER","INSPECTION.DATE","DESCRIPTION","ADDRESS","CITY","ZIP.CODE","PHONE","LONGITUDE","LATITUDE","INSPECTION.BUSINESS.NAME","INSPECTION.TYPE","INSPECTION.SCORE","INSPECTION.RESULT","INSPECTION.CLOSED.BUSINESS","VIOLATION.TYPE","VIOLATION.DESCRIPTION","VIOLATION.POINTS","BUSINESS_ID","INSPECTION_SERIAL_NUM","VIOLATION_RECORD_ID","GRADE"
"137118","NIKU NIKU YAKINIKU","NIKU NIKU YAKINIKU","01/20/2022","Seating 51-150 - Risk Category III","13200 AURORA AVE N UNIT G","SEATTLE","98133","(425) 922-5116",-122.34360478,47.72503653,"NIKU NIKU YAKINIKU","Consultation/Education - Field",0,"Complete","false","","",0,"PR0086159","DAP8EK0YZ","",2
"137153","NINE POUND HAMMER","NINE POUND HAMMER","11/29/2022","Seating 51-150 - Risk Category III","6009 AIRPORT WAY S ","SEATTLE","98108","(206) 762-5638",-122.3168232504,47.5489948946,"NINE POUND HAMMER","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","4400 - Plumbing properly sized, installed,...",5,"PR0067508","DA0U6OGLJ","IVBZF9PCX",1
"137215","NIRMAL'S","NIRMAL'S","10/11/2022","Seating 51-150 - Risk Category III","106 OCCIDENTAL AVE S","SEATTLE","98104","(206) 551-4950",-122.33260464,47.60146295,"NIRMAL'S","Consultation/Education - Field",0,"Complete","false","","",0,"PR0084993","DAT7QX0TL","",2
"137248","NISHINO RESTAURANT","NISHINO RESTAURANT","09/16/2022","Seating 51-150 - Risk Category III","3130 E MADISON ST ","Seattle","98112","(425) 453-2263",-122.2915262234,47.6270046379,"NISHINO RESTAURANT","Routine Inspection/Field Review",20,"Unsatisfactory","false","BLUE","2900 - Adequate equipment for temperature control",5,"PR0023283","DAWYS3GKZ","IV3XFHSL7",2
"137315","NO ANCHOR","NO ANCHOR","12/07/2021","Seating 13-50 - Risk Category III","2505 2ND AVE STE 105","SEATTLE","98121","(801) 580-4243",-122.3484921514,47.6154682331,"NO ANCHOR","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0021676","DAVYYOETQ","",1
"137415","NO. 9 ALLEY HOT POT LLC","NO. 9 ALLEY HOT POT LLC","05/10/2022","Seating 51-150 - Risk Category III","930 N 130TH ST ","SEATTLE","98133","(626) 726-5555",-122.3471136831,47.7235525849,"NO. 9 ALLEY HOT POT LLC","Consultation/Education - Field",0,"Complete","false","","",0,"PR0001321","DARCVNNAD","",2
"137435","NOAH'S GROCERY","NOAH'S GROCERY","08/29/2022","Grocery Store-no seating - Risk Category I","4700 50TH AVE S ","Seattle","98118","",-122.2704418801,47.5604301734,"NOAH'S GROCERY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0003398","DA8PF9H5V","",NA
"137439","NOBLE FIR,THE","NOBLE FIR","09/08/2022","Seating 51-150 - Risk Category II","5316 BALLARD AVE NW","SEATTLE","98107","(650) 740-8183",-122.38338269,47.66687542,"NOBLE FIR,THE","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0080547","DA8TBAPQX","IVR0WCTJU",2
"137466","NOI THAI CUISINE","NOI THAI CUISINE","10/26/2022","Seating 51-150 - Risk Category III","7900 E GREEN LAKE DR N Ste 101","Seattle","98103","(206) 883-7733",-122.3373,47.6859,"NOI THAI CUISINE","Routine Inspection/Field Review",33,"Unsatisfactory","false","BLUE","3000 - Proper thawing methods used",3,"PR0090085","DAP0QJ7EO","IV340PRUS",3
"137470","NOI THAI CUISINE","NOI THAI CUISINE","03/02/2021","Seating 51-150 - Risk Category III","1303 1ST AVE","SEATTLE","98101","(206) 372-8821",-122.33847894,47.60687292,"NOI THAI CUISINE","Routine Inspection/Field Review",15,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0085196","DAUTRH5RT","IVCNSAEGY",1
"137490","NOLITA","NOLITA","07/06/2022","Seating 13-50 - Risk Category III","5909 15TH AVE NW ","Seattle","98107","(425) 495-2042",-122.3765672096,47.6722204907,"NOLITA","Routine Inspection/Field Review",3,"Satisfactory","false","BLUE","3700 - In-use utensils properly stored",3,"PR0017514","DAF0PUBH0","IVVNUQTDQ",1
"137499","NOODLE BAR","NOODLE BAR","11/02/2022","Seating 13-50 - Risk Category III","422 YALE AVE N ","SEATTLE","98109","(216) 346-6178",-122.3300670283,47.6224662931,"NOODLE BAR","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0072196","DA0NKCKE3","",1
"137504","NOODLE TIME","NOODLE TIME","","Seating 13-50 - Risk Category III","1554 E OLIVE WAY ","Seattle","98102","(206) 568-2343",-122.3257262983,47.6186709057,"","",NA,"","","","",0,"PR0047282","","",2
"137647","NORDSTROM","NORDSTROM CAFE","11/04/2022","Seating 51-150 - Risk Category III","1617 6TH AVE ","Seattle","98101","(206) 628-2111",-122.3357467541,47.6122322509,"NORDSTROM","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","4100 - Warewashing facilities properly installed, maintained, used;",5,"PR0049485","DAET0VT0T","IVZRD2SVJ",2
"138080","NOREN SUSHI KITCHEN & BAR","NOREN SUSHI KITCHEN & BAR","04/28/2022","Seating 51-150 - Risk Category III","320 E PIKE ST","SEATTLE","98122","(360) 722-4741",-122.32704921,47.61429396,"NOREN SUSHI KITCHEN & BAR","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0087714","DAS6ITMP9","IVOQ60DYY",2
"138091","NORI PRESTO","NORI PRESTO","03/28/2022","Seating 13-50 - Risk Category III","12354 15TH AVE NE #B","SEATTLE","98125","(209) 270-9356",-122.312246497,47.719162762,"NORI PRESTO","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0072192","DA4VJ7UDN","IVMNB1DOY",2
"138111","NORM'S EATERY & ALEHOUSE","NORM'S EATERY & ALEHOUSE","10/14/2022","Seating 51-150 - Risk Category III","460 N 36TH ST ","SEATTLE","98103","(512) 808-6769",-122.3530631038,47.6522059722,"NORM'S EATERY & ALEHOUSE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0051716","DAPVBKFYH","",2
"138194","NORTH BEACH ELEMENTARY SCHOOL","NORTH BEACH ELEMENTARY SCHOOL","11/30/2022","School Lunch Program - Risk II","9018 24TH AVE NW","Seattle","98117","",-122.3873282605,47.6943531582,"NORTH BEACH ELEMENTARY SCHOOL","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, sanitizer concentration",5,"PR0001672","DAULNTJFJ","IVUSG99DJ",NA
"138494","NORTH SEATTLE ALLIANCE CHURCH","NORTH SEATTLE ALLIANCE CHURCH","10/31/2022","Non-Profit Institution - Risk Category III","2150 N 122ND ST ","Seattle","98133","(206) 363-7570",-122.3326298551,47.7180557405,"NORTH SEATTLE ALLIANCE CHURCH","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0049333","DALX0Z7SR","",NA
"138530","NORTH STAR DINER","NORTH STAR DINER","01/19/2022","Seating 151-250 - Risk Category III","8580 GREENWOOD AVE N ","Seattle","98103","(206) 457-5794",-122.3550034237,47.6922436825,"NORTH STAR DINER","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0001992","DAVRIZ0SL","",1
"138534","NORTHGATE CHEVRON","NORTHGATE CHEVRON","11/07/2022","Seating 0-12 - Risk Category III","2150 N NORTHGATE WAY ","Seattle","98133","(425) 478-9865",-122.3317674333,47.7089332297,"NORTHGATE CHEVRON","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0032549","DA03H9TTP","",2
"138566","NORTHGATE ELEMENTARY SCHOOL","NORTHGATE ELEMENTARY SCHOOL","10/17/2022","School Lunch Program - Risk II","11725 1ST AVE NE ","Seattle","98125","",-122.329341318,47.7148350602,"NORTHGATE ELEMENTARY SCHOOL","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, sanitizer concentration",5,"PR0001678","DABXA66YN","IVVEJNY5R",NA
"138601","NORTHGATE SHELL","NORTHGATE SHELL","11/01/2022","Grocery Store-no seating - Risk Category I","1935 N NORTHGATE WAY ","Seattle","98133","(253) 235-5689",-122.33439267,47.707904159,"NORTHGATE SHELL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0002153","DAX8WROB5","",NA
"138620","NORTHGATE WAY 76","NORTHGATE WAY 76","11/07/2022","Grocery Store-no seating - Risk Category I","2143 N NORTHGATE WAY ","Seattle","98133","(206) 367-9006",-122.3317419355,47.7083976018,"NORTHGATE WAY 76","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0010541","DA23JQSZZ","",NA
"138640","NORTHLAKE TAVERN","NORTHLAKE TAVERN","06/16/2022","Seating 51-150 - Risk Category III","660 NE NORTHLAKE WAY ","Seattle","98105","(206) 633-5317",-122.3213357305,47.6547939999,"NORTHLAKE TAVERN","Routine Inspection/Field Review",10,"Satisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0001683","DAOPXJJJC","IVVCKMICY",1
"138825","NORTHWEST SCHOOL","NORTHWEST SCHOOL","05/23/2022","Non-Profit Institution - Risk Category III","401 E PIKE ST","SEATTLE","98122","(206) 682-7309",-122.32635278,47.61372659,"NORTHWEST SCHOOL","Routine Inspection/Field Review",25,"Unsatisfactory","false","RED","1600 - Proper cooling procedure",25,"PR0083784","DAU7IRBMW","IVTONROOR",NA
"138846","NORTHWEST TASTING","NORTHWEST TASTING","08/19/2019","Seating 13-50 - Risk Category I","1501 PIKE PL #527","SEATTLE","98101","(509) 797-9463",-122.34113,47.60875,"NORTHWEST TASTING","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087956","DAN6VB0K0","",1
"138890","NOS NOS","NOS NOS","06/03/2022","Seating 13-50 - Risk Category III","6080 35TH AVE SW","SEATTLE","98126","(206) 226-3184",-122.37608291,47.54675268,"NOS NOS","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","0600 - Adequate handwashing facilities",10,"PR0088633","DAG8IWJXH","IVF2BV9KF",1
"138949","NOTA BENE CELLARS - TASTING ROOM/VARIANCE","NOTA BENE CELLARS - TASTING ROOM/VARIANCE","01/19/2021","Limited Food Services - no permanent plumbing","9320 15TH AVE S UNIT CC","SEATTLE","98108","(206) 459-3185",-122.313312,47.519172,"NOTA BENE CELLARS - TASTING ROOM/VARIANCE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0082908","DAXRZ9Q4D","",NA
"138972","NOURISH FOOD LLC","NOURISH FOOD LLC","10/04/2022","Seating 0-12 - Risk Category III","1318 E PINE ST","SEATTLE","98122","(425) 246-2520",-122.31241154,47.59943961,"NOURISH FOOD LLC","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0086992","DAN05RRMT","IVKOMS089",1
"138977","NOVA @ HORACE MANN SCHOOL","NOVA @ HORACE MANN SCHOOL","03/15/2022","School Lunch Program - Risk II","2410 E CHERRY ST","SEATTLE","98122","(206) 252-0648",-122.30086726,47.60835058,"NOVA @ HORACE MANN SCHOOL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0084849","DAPGNVTS9","",NA
"139068","NRGIZE LIFESTYLE CAFE","NRGIZE LIFESTYLE CAFE","06/16/2022","Seating 0-12 - Risk Category I","1416 NW BALLARD WAY","SEATTLE","98107","(206) 714-8907",-122.375156,47.662711,"NRGIZE LIFESTYLE CAFE","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0077843","DAIADSQ3U","IV7VCTEY0",1
"139071","NUE, LLC","NUE, LLC","09/23/2022","Seating 13-50 - Risk Category III","1519 14TH AVE","SEATTLE","98122","(206) 335-2840",-122.31458743,47.61484016,"NUE, LLC","Routine Inspection/Field Review",10,"Satisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0084533","DAN73J5C0","IVWXCTHRW",1
"139086","NUFLOURS-GLUTEN FREE BAKERY","NUFLOURS-GLUTEN FREE BAKERY","05/26/2022","Seating 0-12 - Risk Category III","518 15TH AVE E ","SEATTLE","98112","(206) 395-4623",-122.3124399103,47.6238678652,"NUFLOURS-GLUTEN FREE BAKERY","Routine Inspection/Field Review",5,"Satisfactory","false","RED","2300 - Proper Consumer Advisory posted for raw ...",5,"PR0002519","DA7FYJEI0","IVUW4VDS0",2
"139110","NUNA RAMEN","NUNA RAMEN","10/27/2022","Seating 13-50 - Risk Category III","501 N 36TH ST ","SEATTLE","98103","(425) 330-7636",-122.35230157,47.65149606,"NUNA RAMEN","Routine Inspection/Field Review",30,"Unsatisfactory","false","RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0079776","DACSDGCA3","IVM5VSGMD",2
"139139","NUODLE EXPRESS","NUODLE EXPRESS","12/15/2021","Seating 13-50 - Risk Category III","4245 UNIVERSITY WAY NE ","Seattle","98105","(425) 395-9999",-122.3134929136,47.6596383656,"NUODLE EXPRESS","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0008899","DAH5UHL2A","IVON56AHL",1
"139158","NUTTY SQUIRREL GELATO","NUTTY SQUIRREL GELATO","07/20/2022","Seating 0-12 - Risk Category II","7212 GREENWOOD AVE N","SEATTLE","98103","(425) 584-7407",-122.35504014,47.68152687,"NUTTY SQUIRREL GELATO","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0084966","DAVJCUXAY","",1
"139166","NW DANISH ASSOCIATION","NW DANISH ASSOCIATION","06/09/2022","Non-Profit Institution - Risk Category III","1833 N 105TH ST STE 101","Seattle","98133","(206) 523-3263",-122.3344398936,47.7048367095,"NW DANISH ASSOCIATION","Consultation/Education - Field",0,"Complete","false","","",0,"PR0021125","DAS4HYBT9","",NA
"139197","NW PEAKS BREWERY - HILLMAN CITY","NW PEAKS BREWERY - HILLMAN CITY","09/15/2022","Seating 13-50 - Risk Category I","5718 RAINIER AVE S","SEATTLE","98118","(425) 269-6389",-122.277207,47.550696,"NW PEAKS BREWERY - HILLMAN CITY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0082744","DAZVQ0UGE","",1
"139199","NYC 7TH AVE DELI MARKET","NYC 7TH AVENUE DELI MARKET","10/21/2022","Seating 0-12 - Risk Category III","1520 7TH AVE","SEATTLE","98101","(425) 246-2830",-122.33357959,47.61230128,"NYC 7TH AVE DELI MARKET","Routine Inspection/Field Review",5,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, sanitizer concentration",5,"PR0079759","DAFWFINDE","IVL4SQXPM",1
"139229","NYER URNESS HOUSE","NYER URNESS HOUSE","10/24/2022","Non-Profit Institution - Risk Category III","1753 NW 56TH ST","SEATTLE","98107","(206) 357-3100",-122.381245,47.669229,"NYER URNESS HOUSE","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2200 - Accurate thermometer provided and used to evaluate temperature of TCS foods",5,"PR0082928","DAHUUOCND","IVXUOTILV",NA
"139256","O DESSERT","O DESSERT","03/02/2022","Seating 13-50 - Risk Category III","4727 UNIVERSITY WAY NE ","SEATTLE","98105","(206) 779-2081",-122.3133962252,47.6638975396,"O DESSERT","Routine Inspection/Field Review",20,"Unsatisfactory","false","BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0069110","DAZJMRK9B","IVD3DTW0N",1
"139291","O GINGER THAI RESTAURANT","O GINGER","10/20/2022","Seating 13-50 - Risk Category III","6900 E GREEN LAKE WAY N","SEATTLE","98115","(206) 383-9013",-122.326473,47.67855,"O GINGER THAI RESTAURANT","Routine Inspection/Field Review",3,"Satisfactory","false","BLUE","4700 - Garbage, refuse properly disposed; facilities maintained",3,"PR0083918","DALR8MGRB","IVY9UXQ00",1
"139331","O MAKI ROLLS + TERIYAKI","O MAKI ROLLS + TERIYAKI","09/20/2022","Seating 13-50 - Risk Category III","8530 PALATINE AVE N","SEATTLE","98103","(206) 351-6893",-122.35586746,47.69153031,"O MAKI ROLLS + TERIYAKI","Routine Inspection/Field Review",30,"Unsatisfactory","false","RED","1900 - No room temperature storage; proper use of time...",25,"PR0084826","DAR7CUMGU","IV0VBUEQO",3
"139356","OAK, THE","THE OAK","04/03/2019","Seating 51-150 - Risk Category III","3019 BEACON AVE S","SEATTLE","98144","(206) 519-8719",-122.30990789,47.57643617,"OAK, THE","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0082535","DAIAEC6TW","IVIWKQOK6",1
"139377","OAKTREE TERIYAKI","OAKTREE TERIYAKI","07/13/2022","Seating 0-12 - Risk Category III","10002 AURORA AVE N STE #40","SEATTLE","98133","(425) 640-7101",-122.3440473168,47.7022317728,"OAKTREE TERIYAKI","Routine Inspection/Field Review",8,"Unsatisfactory","false","BLUE","3000 - Proper thawing methods used",3,"PR0041739","DAOZQSP78","IVMBMR6YK",1
"139397","OAKY'S TEX -MEX","OAKY'S TEX -MEX","11/30/2022","Seating 13-50 - Risk Category III","2524 S JACKSON ST 105","SEATTLE","98144","(206) 618-8510",-122.29910113,47.5994562,"OAKY'S TEX -MEX","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","0900 - Proper washing of fruits and vegetables",10,"PR0089927","DANAME0G0","IV40QAC5F",1
"139399","OAKY'S TEX-MEX CART (KC475)","OAKY'S TEX-MEX CART(KC475) @ 4660 OHIO AVE S SEATTLE","08/14/2021","Mobile Food Unit - Risk Category III","4660 OHIO AVE S","SEATTLE","98134","(206) 618-8510",-122.33777354,47.56106674,"OAKY'S TEX-MEX CART (KC475)","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0085686","DAK40UKQR","",NA
"139406","OASIS TEA ZONE","OASIS TEA ZONE","04/20/2022","Seating 13-50 - Risk Category III","519 6TH AVE S ","SEATTLE","98104","(206) 447-8098",-122.3268977192,47.5977912911,"OASIS TEA ZONE","Return Inspection",0,"Complete","false","","",0,"PR0068631","DAMYOFGAV","",2
"139529","OASIS UW","OASIS UW","09/22/2022","Seating 51-150 - Risk Category III","4524 UNIVERSITY WAY NE","SEATTLE","98105","(425) 443-3237",-122.3127657,47.66201407,"OASIS UW","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0086120","DATW7ZHLO","IVCGXMERG",1
"139542","OBEC BREWING","OBEC BREWING","04/13/2022","Seating 51-150 - Risk Category I","1144 NW 52ND ST","SEATTLE","98107","(206) 229-5738",-122.37251782,47.66665862,"OBEC BREWING","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087004","DA4DAW0OS","",1
"139729","OCEAN STAR RESTAURANT","OCEAN STAR RESTAURANT","08/30/2022","Seating > 250 - Risk Category III","605 7TH AVE S","SEATTLE","98104","(206) 623-1670",-122.3242681038,47.5972374554,"OCEAN STAR RESTAURANT","Routine Inspection/Field Review",20,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0003823","DAJ1EZ0KB","IVCKMOAEM",2
"139746","OCHO","OCHO","05/17/2022","Seating 0-12 - Risk Category III","2325 NW MARKET ST ","SEATTLE","98107","(206) 919-1322",-122.3873404211,47.668490753,"OCHO","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0070759","DA6F40KW3","",2
"139817","OCULUS VR, LLC","OCULUS VR, LLC","06/10/2022","Seating 51-150 - Risk Category III","1521 1ST AVE S #700","SEATTLE","98134","(650) 847-9172",-122.33467557,47.58893069,"OCULUS VR, LLC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087224","DAB20MHNT","",1
"139883","ODDFELLOWS","ODDFELLOWS CAFE & BAR","10/19/2022","Seating 51-150 - Risk Category III","1525 10TH AVE","SEATTLE","98122","(206) 850-0998",-122.3196949047,47.6143852056,"ODDFELLOWS","Return Inspection",0,"Satisfactory","false","","",0,"PR0077746","DAXO2CH43","",2
"139972","OFF ALLEY","OFF ALLEY","09/08/2022","Seating 0-12 - Risk Category III","4903 1/2 RAINIER AVE S","SEATTLE","98118","(206) 618-1476",-122.2851896702,47.5576898813,"OFF ALLEY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0002377","DA7JBOQGZ","",1
"139994","OFF THE REZ","OFF THE REZ","08/12/2022","Mobile Food Unit - Risk Category III","16 S MICHIGAN UNIT A","SEATTLE","98108","(206) 779-6837",-122.33283325,47.55389081,"OFF THE REZ","Routine Inspection/Field Review",45,"Unsatisfactory","false","RED","0600 - Adequate handwashing facilities",10,"PR0081933","DABVF6K5T","IVB6DIZM1",NA
"140035","OFFSHORE CAFE","OFFSHORE CAFE","06/16/2022","Seating 13-50 - Risk Category III","658 NE NORTHLAKE WAY ","Seattle","98105","(206) 634-0183",-122.3215,47.65473,"OFFSHORE CAFE","Consultation/Education - Field",0,"Complete","false","","",0,"PR0001694","DAZSRRJ1T","",1
"140074","OH BEAR CAFE AND TEAHOOUSE","OH BEAR CAFE AND TEAHOOUSE","03/30/2022","Seating 13-50 - Risk Category II","4708 11TH AVE NE","SEATTLE","98105","(206) 823-3688",-122.31607772,47.6634903,"OH BEAR CAFE AND TEAHOOUSE","Consultation/Education - Field",0,"Complete","false","","",0,"PR0086419","DA2QT7RKA","",2
"140112","OH'S SANDWICHES","OH'S SANDWICHES","05/18/2022","Seating 0-12 - Risk Category III","3217 CALIFORNIA AVE SW #A","SEATTLE","98116","(206) 420-3962",-122.38698,47.57508,"OH'S SANDWICHES","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087675","DATQ7VUVJ","",1
